Player ID,PlayerName,ELONOWR,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,ELO
274,Mami,99.04,0.33,0.471,0.002,0.0,0.506,8.333,11.667,157.333,12,5,1,3,12,5,1,99.04
276,hmsuis,85.21,0.284,0.418,0.001,0.5,0.423,5.4,4.5,134.0,32,33,5,10,23,26,5,85.21
277,chemist,83.76,0.279,0.377,0.0,0.7,0.453,4.3,5.0,148.2,26,31,4,10,24,28,4,83.76
285,miiarad,58.05,0.194,0.221,0.0,4.0,0.357,4.0,2.0,181.0,4,2,0,1,4,2,0,58.05
289,Provenance,76.33,0.254,0.335,0.001,1.429,0.421,4.143,3.143,130.286,21,14,2,7,21,14,2,76.33
291,ss_r_white_pony,48.02,0.16,0.151,0.0,0.0,0.33,0.0,0.0,86.0,2,3,0,1,2,3,0,48.02
292,FeyFey,56.72,0.189,0.19,0.0,2.1,0.377,1.3,1.4,130.1,35,41,1,10,26,29,1,56.72
307,kaededayo,79.04,0.263,0.383,0.0,0.0,0.398,4.0,4.0,132.0,5,6,0,2,5,6,0,79.04
311,beautiful,96.76,0.323,0.474,0.001,0.0,0.481,8.0,9.0,173.0,1,5,0,1,1,5,0,96.76
317,Hyo,64.47,0.215,0.216,0.0,1.0,0.429,0.0,5.0,125.0,3,2,0,1,3,2,0,64.47
325,Swapin,73.32,0.244,0.352,0.0,1.4,0.373,3.3,3.1,149.4,60,60,9,10,28,26,5,73.32
326,pomo,58.69,0.196,0.198,0.001,1.0,0.388,2.0,0.0,106.0,1,4,0,1,1,4,0,58.69
327,Flato,95.18,0.317,0.508,0.001,0.8,0.429,6.8,6.7,160.5,109,100,11,10,30,26,4,95.18
330,_nadeshiko,120.28,0.401,0.614,0.003,0.0,0.57,12.5,15.0,140.0,6,5,0,2,6,5,0,120.28
332,Mangalodon,68.73,0.229,0.229,0.0,1.0,0.458,6.0,1.0,105.0,3,2,0,1,3,2,0,68.73
335,xeyz,63.93,0.213,0.211,0.0,1.0,0.429,2.0,1.0,128.0,1,4,0,1,1,4,0,63.93
336,fiftypercentweeb,82.97,0.277,0.394,0.0,1.8,0.426,4.2,2.2,136.2,16,10,1,5,16,10,1,82.97
338,ranny,65.79,0.219,0.186,0.0,3.0,0.474,3.0,0.0,102.0,4,2,0,1,4,2,0,65.79
339,Hibari,77.73,0.259,0.36,0.0,1.0,0.41,1.5,3.5,135.5,3,7,1,2,3,7,1,77.73
344,Naizuri,82.53,0.275,0.398,0.001,1.7,0.417,5.3,5.5,155.1,91,86,8,10,23,31,5,82.53
348,Heleos,62.99,0.21,0.261,0.0,1.0,0.365,1.0,2.0,165.0,2,4,0,1,2,4,0,62.99
356,Isekaijoucho,56.04,0.187,0.19,0.0,5.0,0.37,2.0,0.0,116.0,4,1,0,1,4,1,0,56.04
357,chommy,59.33,0.198,0.057,0.0,4.0,0.548,1.0,0.0,106.0,1,4,0,1,1,4,0,59.33
363,Wiwmek,62.57,0.209,0.254,0.0,3.0,0.368,3.0,2.0,130.0,3,2,0,1,3,2,0,62.57
368,arpia97,67.51,0.225,0.228,0.0,4.0,0.447,1.0,3.0,101.0,3,2,0,1,3,2,0,67.51
369,florenz,113.92,0.38,0.632,0.001,0.3,0.487,10.3,12.3,151.6,40,40,4,10,30,25,3,113.92
370,Andrey_K,69.78,0.233,0.288,0.0,1.25,0.405,4.25,1.75,129.5,10,12,0,4,10,12,0,69.78
373,harges,82.58,0.275,0.366,0.0,0.75,0.453,4.25,8.5,144.75,9,15,0,4,9,15,0,82.58
376,qwecocacola,52.16,0.174,0.209,0.0,4.5,0.31,1.0,0.5,154.5,7,5,0,2,7,5,0,52.16
379,CipherKai,71.99,0.24,0.349,0.0,3.0,0.363,2.0,3.0,149.0,0,5,0,1,0,5,0,71.99
382,Shiku,79.7,0.266,0.412,0.0,1.3,0.373,4.0,3.4,151.2,75,68,6,10,30,26,3,79.7
384,Miki_Hoshii,141.19,0.471,0.831,0.003,0.1,0.55,14.8,29.9,147.2,38,43,3,10,23,32,2,141.19
386,Coglionedown,89.35,0.298,0.466,0.0,0.5,0.414,3.8,5.8,150.8,85,80,9,10,26,29,4,89.35
388,Tsuni,57.2,0.191,0.08,0.0,1.0,0.5,1.0,0.0,100.0,2,3,0,1,2,3,0,57.2
398,kabao,76.29,0.254,0.372,0.0,2.333,0.382,2.667,2.667,138.667,8,7,1,3,8,7,1,76.29
399,ElJuanchi,39.66,0.132,0.079,0.0,0.0,0.321,0.0,0.0,101.0,0,5,0,1,0,5,0,39.66
400,Vr0003,61.67,0.206,0.215,0.0,0.0,0.401,1.0,2.0,121.0,1,4,0,1,1,4,0,61.67
401,Spartric,64.04,0.213,0.286,0.0,2.6,0.349,2.0,2.1,138.8,66,67,6,10,25,30,2,64.04
403,AnnaYanami,79.3,0.264,0.37,0.0,0.375,0.415,3.25,3.125,119.875,24,16,2,8,24,16,2,79.3
405,anicomi,54.41,0.181,0.169,0.0,2.0,0.376,1.333,0.333,116.333,11,5,0,3,11,5,0,54.41
410,FoopyPoopy,33.55,0.112,0.054,0.0,6.0,0.286,0.0,0.0,129.0,1,4,0,1,1,4,0,33.55
413,zokie,80.74,0.269,0.349,0.0,1.0,0.452,1.0,4.0,106.0,0,5,0,1,0,5,0,80.74
416,OkitaNobu,62.9,0.21,0.217,0.0,2.0,0.412,2.0,1.7,131.5,40,34,0,10,31,27,0,62.9
417,YellowRose,65.16,0.217,0.262,0.0,2.0,0.387,0.5,2.0,147.0,3,7,1,2,3,7,1,65.16
421,Cherryish,89.79,0.299,0.441,0.001,0.6,0.445,5.6,5.2,135.4,19,9,0,5,19,9,0,89.79
422,MapleSyyrup,70.94,0.236,0.244,0.001,3.667,0.464,3.167,3.833,133.833,12,19,1,6,12,19,1,70.94
430,HaruUrara,66.11,0.22,0.264,0.0,1.0,0.393,1.667,1.333,115.667,6,9,0,3,6,9,0,66.11
446,Hotpot,55.1,0.184,0.185,0.0,2.0,0.366,2.0,1.0,135.0,3,3,0,1,3,3,0,55.1
452,Kynn,113.87,0.38,0.613,0.002,0.4,0.506,9.7,15.1,149.6,58,46,10,10,30,25,4,113.87
453,RyoutaVN,56.86,0.19,0.203,0.0,1.667,0.364,0.667,1.0,130.333,8,9,0,3,8,9,0,56.86
455,l_elf10,78.56,0.262,0.351,0.0,3.3,0.428,3.7,5.2,154.6,59,56,3,10,29,27,2,78.56
462,hakohoka,28.16,0.094,0.053,0.0,4.0,0.232,1.0,0.0,152.0,3,3,0,1,3,3,0,28.16
466,metak,47.23,0.157,0.176,0.0,0.5,0.295,0.0,1.5,126.0,4,7,0,2,4,7,0,47.23
474,Nomu,47.0,0.157,0.074,0.0,6.0,0.403,0.0,1.0,149.0,4,2,0,1,4,2,0,47.0
476,ThePieGod,47.9,0.16,0.075,0.0,5.0,0.411,0.0,1.0,107.0,1,4,0,1,1,4,0,47.9
477,FurLain,75.21,0.251,0.325,0.0,1.625,0.421,2.125,4.125,137.375,15,26,4,8,15,26,4,75.21
486,CH0K0,95.73,0.319,0.475,0.001,0.0,0.469,6.0,3.0,162.0,4,2,0,1,4,2,0,95.73
488,kinjacky,74.93,0.25,0.333,0.0,0.0,0.409,4.0,2.0,156.0,3,3,0,1,3,3,0,74.93
490,fanna,134.14,0.447,0.739,0.003,0.286,0.577,15.571,27.0,143.286,14,23,3,7,14,23,3,134.14
493,chiabobo,55.93,0.186,0.124,0.0,1.0,0.44,1.0,0.0,97.0,2,3,0,1,2,3,0,55.93
500,dreamflyaway,34.33,0.114,0.039,0.0,5.0,0.31,0.0,0.0,152.0,2,4,0,1,2,4,0,34.33
509,internetperson10,46.0,0.153,0.188,0.0,4.0,0.27,1.0,2.0,144.0,8,4,0,2,8,4,0,46.0
511,nekko_khayal,59.97,0.2,0.232,0.0,2.0,0.366,2.5,1.0,153.0,5,7,0,2,5,7,0,59.97
