Player ID,Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE
41,2026-03-22 07:43:08,15.718,koroshiya,52.482,16.718,11,22,2,4.565,32,55.556,70.149,31.915,16,14,82,167,24,20,3
44,2026-04-01 14:00:26,13.611,Nicole,44.086,11.396,7,5,2,4.647,18,54.545,43.182,42.857,10,7,51,156,7,10,0
46,2026-04-02 13:54:01,11.695,Orfey,44.8,13.538,16,9,4,4.829,6,65.854,43.636,45.946,17,14,56,161,60,62,3
47,2026-04-05 07:51:40,13.118,Renzou,48.921,12.405,10,7,3,5.98,8,58.621,50,50,13,13,79,178,38,44,1
49,2026-02-04 12:07:51,18.607,accelerator11,61.864,20.685,14,37,1,4.275,47,94.737,55.385,45.946,23,28,83,164,51,49,1
50,2026-04-05 07:51:40,18.199,Sniparook,58.451,17.62,13,45,2,4.724,44,60.606,69.118,53.191,23,27,92,167,90,86,4
51,2026-04-03 13:50:59,15.09,Chata,52.893,14.035,17,9,2,5.0,37,60,54.545,57.5,18,20,78,174,199,160,3
52,2026-03-27 19:09:40,16.293,Thaleko,58.993,16.631,13,37,1,4.718,41,71.429,61.538,60.87,18,18,92,166,28,26,1
59,2026-03-28 15:30:09,14.784,neoburnz,55.696,14.625,13,9,1,5.367,47,74.359,57.746,70.213,18,32,88,175,150,165,12
64,2026-04-04 10:52:22,9.816,Yokipi,36.667,8.062,5,46,3,5.727,9,45.714,6.579,59.574,10,10,55,153,46,65,2
65,2026-03-12 22:28:14,12.0,Baguett,50.413,10.85,10,39,0,4.825,39,77.273,50,44.186,14,25,81,176,17,27,2
66,2026-03-30 04:38:23,11.683,bamboo,37.008,7.902,6,50,3,5.132,6,48.276,33.846,44.681,11,10,53,165,26,47,3
69,2026-02-04 13:43:18,11.876,Jube,28.099,6.805,3,26,0,4.0,14,48.276,20.69,23.529,7,5,34,121,2,4,0
70,2026-04-03 06:41:19,12.039,MahiruShiina,39.241,9.025,7,49,2,5.023,9,54.545,35.135,50,12,10,62,163,26,19,0
72,2026-03-30 09:40:19,11.13,ruuka,40.244,9.809,8,45,2,5.447,8,68.571,35,51.163,12,13,66,167,97,106,3
76,2026-04-02 18:30:27,15.754,comfv,48.12,11.928,14,31,0,5.081,35,89.286,41.935,9.091,18,11,64,164,25,27,0
77,2026-03-30 04:38:23,9.574,neptune,37.5,8.102,9,43,1,5.426,9,39.394,36.957,42.857,14,11,55,156,22,18,0
78,2026-03-19 04:19:23,12.793,doomchicken,39.2,10.609,7,9,2,5.02,24,58.974,40.625,45.833,12,14,63,171,41,34,1
79,2026-04-05 07:51:40,11.971,JuliAless64,47.333,13.224,7,8,1,5.078,29,65.517,50.943,54.545,18,16,75,171,77,87,4
80,2026-04-04 10:52:22,11.754,moosepi,41.844,9.983,6,9,1,5.214,27,57.692,46.429,38.462,10,16,59,159,42,52,2
81,2026-03-07 00:48:43,10.154,Pile,38.194,8.176,5,32,0,4.491,21,65,26.761,30.303,7,9,55,146,9,3,0
82,2026-03-06 05:51:01,9.965,ShiinaMahiru,36.306,6.816,3,43,0,5.035,13,45.714,31.169,37.778,5,7,57,172,6,5,1
83,2026-03-30 13:56:39,14.727,Milar,51.961,16.642,12,38,1,4.424,40,84.375,46.552,50,18,21,80,174,47,49,4
84,2026-04-03 06:41:19,14.585,Alkios,48.819,14.337,15,51,1,5.25,39,79.412,47.917,38.095,17,20,77,179,104,104,7
85,2026-01-24 06:26:17,8.89,Animerod,19.318,2.936,0,20,0,4.765,4,16.667,20.455,19.231,0,2,17,88,1,3,0
87,2026-04-03 13:50:59,9.742,Beokros,34.848,8.341,8,60,3,4.854,4,48.387,28.75,7.692,9,11,53,170,37,34,3
88,2026-04-02 13:54:01,9.317,Emdiel,34.078,8.646,7,37,2,5.261,4,52.5,34.343,38.235,8,8,61,179,20,23,1
90,2026-03-16 19:05:41,8.539,Keizan,28.571,6.86,9,39,4,4.971,8,54.167,25.333,20,10,10,41,174,21,26,0
91,2026-04-02 18:30:27,12.679,Baikinman,43.796,11.686,9,39,2,4.934,33,96.774,35.714,39.286,14,17,63,158,58,71,2
92,2026-03-19 19:00:40,10.132,Kuterin,34.815,7.972,5,25,1,4.745,17,51.282,26.316,30.769,7,4,47,153,7,8,1
97,2026-02-09 18:53:08,8.533,chaabdu92,33.684,6.679,3,33,1,5.25,6,54.839,40,8,6,6,42,140,9,11,1
98,2026-03-30 21:39:33,10.873,Comete,50.0,10.798,7,6,2,5.07,7,79.167,41.27,45.161,12,13,71,178,85,74,5
100,2026-03-18 14:41:23,10.543,753,41.83,8.806,3,35,1,5.135,23,62.069,35.185,48.148,9,8,64,157,18,16,1
102,2026-02-22 07:42:23,8.866,MoltenAshes,29.286,5.737,1,22,1,4.902,12,45.946,22.059,25.714,7,3,41,140,4,2,0
103,2026-04-03 06:41:19,13.542,mrwolf2,43.939,11.907,10,7,2,4.831,28,60,45.161,40,13,17,63,175,40,28,3
104,2026-03-30 04:38:23,9.215,joey,36.364,8.851,8,9,3,5.387,9,42.857,42.308,42.5,13,14,52,175,75,100,4
105,2026-03-07 00:48:43,7.769,Zeal_Kido,26.506,5.934,5,45,1,4.722,20,42.5,26.667,27.273,8,10,44,166,8,8,2
106,2026-04-02 18:30:27,11.259,cafezinho,43.75,9.63,8,44,1,5.361,8,68.421,42.424,48.485,14,14,71,191,69,69,6
107,2026-01-24 06:26:17,3.0,Cindergoat,15.267,3.175,2,55,4,5.812,9,23.333,9.722,11.765,3,4,20,150,8,9,1
112,2026-03-30 21:39:33,7.815,Legitted,44.311,7.661,6,7,2,5.395,9,51.515,45.455,42,9,14,74,175,46,43,5
113,2026-03-25 22:25:20,8.075,Maki04,35.938,7.21,3,8,2,5.364,9,57.143,34.848,30.952,7,8,52,165,45,33,1
114,2026-04-04 10:52:22,10.172,Mayottatoki,42.857,9.537,7,47,3,5.441,9,52.381,38.961,48.485,13,13,65,175,76,55,2
115,2026-04-01 14:00:26,8.248,Saiki,34.066,8.432,9,9,5,5.7,9,54.545,29.825,9.524,13,11,56,167,141,128,5
119,2026-04-03 13:50:59,7.61,Fumiii,36.054,6.724,4,42,3,5.829,9,43.75,36,8.889,8,9,53,171,66,76,4
120,2026-04-02 13:54:01,10.146,HiHi,44.355,8.977,9,37,2,5.118,22,58.333,42,57.692,14,7,55,145,28,21,1
121,2026-04-04 10:52:22,7.672,Janoxx,21.656,6.167,9,50,4,4.95,8,36.364,23.077,9.091,11,6,34,157,37,24,0
123,2026-02-18 16:22:28,5.848,Konsumenci,21.875,4.503,2,35,1,4.667,13,32.258,20,26.531,4,4,33,153,6,4,1
124,2026-03-30 04:38:23,13.043,LelPop,46.377,11.633,15,9,2,5.13,33,57.143,49.231,47.368,16,16,69,171,47,34,2
128,2026-04-05 07:51:40,9.601,apurplenose,48.611,10.862,8,47,4,5.468,9,55.556,47.826,50,15,15,70,170,191,181,12
129,2026-04-05 07:51:40,12.364,peeku,48.667,12.233,11,9,2,5.529,41,72,48.077,52.941,17,16,78,172,86,108,10
133,2026-04-03 13:50:59,8.552,ChrisLefko,29.921,6.607,3,60,2,5.969,9,78.125,24.444,9.524,7,11,49,178,55,52,4
134,2026-03-30 04:38:23,6.044,Jakemonkey,34.302,6.093,6,52,4,6.136,9,54.762,8,9.756,10,8,59,173,78,83,9
139,2026-01-29 13:10:54,4.462,benevelante,22.917,3.716,1,7,2,5.286,9,38.235,22.222,27.027,5,4,33,149,14,9,0
141,2026-03-30 13:56:39,7.015,Gua,31.41,7.431,5,9,3,5.29,9,42.857,32.727,36.842,8,6,49,156,53,38,0
143,2026-04-02 18:30:27,6.074,mahzrunner,33.333,7.477,6,8,7,5.925,9,8.333,7.692,46.667,11,12,51,172,216,208,13
144,2026-03-11 10:35:17,5.629,liljakatsuragi,27.439,3.948,3,67,3,5.889,9,33.333,29.167,43.75,9,14,45,164,14,13,2
146,2026-01-27 02:46:22,6.747,tapumomo,25.397,5.166,5,40,1,5.588,9,37.143,28.169,31.111,7,3,34,142,6,11,1
147,2026-01-27 02:46:22,3.547,thjalago,21.186,3.362,0,25,2,4.72,7,29.167,16.071,23.684,3,1,25,118,4,2,0
149,2026-03-28 22:07:01,8.17,Zozo,33.333,6.357,4,34,3,6.0,8,51.724,9.375,40.385,8,5,46,160,27,37,0
155,2026-03-25 22:25:20,2.973,Unborned,22.881,3.852,3,48,5,6.417,9,42.857,9.615,8.696,6,4,31,177,48,36,3
159,2026-02-09 18:53:08,2.525,legrandort,16.102,2.59,1,20,0,4.895,4,14.706,16.327,17.143,2,2,19,118,3,2,0
160,2026-04-03 13:50:59,8.07,Skychael,33.113,7.853,10,9,5,5.176,9,50,37.5,40.541,12,10,50,166,104,108,4
168,2026-03-18 14:41:23,5.178,Lightning,22.314,3.014,1,28,3,6.37,7,36.364,18.841,30,4,4,34,160,12,13,2
169,2026-03-20 19:13:56,4.454,yashadox,26.866,5.264,5,7,4,6.133,8,50,9.434,6.818,6,3,36,164,75,76,3
172,2026-02-04 13:43:18,4.009,oolli,14.754,2.682,1,39,1,5.95,5,17.308,14.706,6.383,3,1,20,165,6,6,0
174,2026-02-08 11:33:44,-0.183,TateyamaAyano,11.333,1.319,1,58,3,5.538,3,20.588,4.545,6.122,2,1,17,159,6,6,0
175,2026-03-31 10:11:52,7.763,Kirox,34.737,6.674,10,7,4,6.115,9,58.333,35,44,19,8,49,172,125,137,12
177,2026-03-09 05:38:02,10.748,oh95,37.634,8.189,4,5,4,5.561,9,61.905,34.783,37.838,9,12,54,155,37,38,2
178,2026-03-07 13:52:35,24.138,Eryth,78.431,30.908,22,9,0,3.767,64,84.615,83.824,66.667,29,43,120,153,35,32,1
179,2026-03-15 00:14:27,7.772,Floth,25.175,5.546,4,9,3,4.944,8,32.143,26.786,30.556,7,6,36,143,11,17,0
180,2026-02-25 09:17:06,3.294,psirockin,19.76,3.224,1,31,3,4.97,7,20.588,9.091,9.375,3,4,33,167,9,9,0
181,2026-01-04 14:34:40,7.0,Yolowolf75,17.647,2.986,1,25,0,4.722,5,54.167,9.091,2.941,4,0,18,102,2,3,0
191,2026-03-23 04:20:46,6.0,redeyes,18.634,2.794,0,23,1,5.0,3,26.667,13.889,18.182,0,2,30,161,1,5,0
194,2026-03-10 19:04:37,16.0,Math1234,44.275,9.922,0,16,0,4.379,21,58.621,41.667,38.095,7,14,58,131,4,2,0
201,2026-03-16 13:43:54,7.675,rorf,28.477,5.481,4,41,4,5.25,9,35.714,8.889,37.5,7,9,48,176,35,45,1
217,2026-01-17 05:38:38,4.859,ShelterRin,23.478,3.446,0,7,2,5.963,6,34.783,26.415,24.444,3,3,28,145,7,10,0
221,2026-03-28 09:47:58,8.73,Neumann,41.176,8.188,5,5,3,5.684,9,57.895,9.259,44.898,9,9,70,174,151,124,11
223,2026-04-05 07:51:40,4.107,VuhrCulls,21.101,4.207,3,8,7,6.0,9,9.677,9.231,9.091,5,5,30,159,95,79,4
228,2026-04-05 07:51:40,11.693,Dry,39.098,12.837,13,8,5,4.704,8,50,43.75,37.209,17,14,57,162,80,61,1
230,2026-03-30 21:39:33,5.699,BigSmo,34.959,8.022,6,7,2,5.541,9,8.333,9.333,42.857,10,6,51,165,86,95,7
236,2026-03-16 19:05:41,5.307,Serozero,28.8,5.076,3,48,7,5.773,8,38.095,8.772,5.714,4,6,36,163,24,52,2
238,2026-04-03 13:50:59,8.334,Progenitor,34.694,7.097,4,36,2,5.514,9,42.105,39.437,31.818,6,9,51,148,48,38,4
241,2026-03-30 13:56:39,7.341,yasashiikumo,35.032,7.255,6,46,2,5.556,9,48.148,39.506,8.333,10,9,55,176,89,99,6
244,2026-01-17 10:39:09,6.155,KNotAnyMore,23.529,2.942,5,54,0,3.438,18,23.333,19.643,28,8,7,32,136,4,2,0
247,2026-01-17 10:39:09,1.999,Shadow,16.176,1.64,2,54,0,3.955,10,13.333,12.5,22,7,1,22,136,4,2,0
248,2026-03-28 22:07:01,12.472,eternity,36.17,10.507,10,27,2,3.941,26,50,43.243,21.622,15,10,47,143,12,11,0
250,2026-03-02 19:23:01,12.519,md22,46.154,12.026,10,63,2,5.125,7,59.091,57.812,43.59,17,12,77,175,89,92,5
253,2026-01-17 00:37:47,1.711,Rhummy,10.526,1.218,2,39,3,6.0,3,20,6.522,8.889,2,0,14,176,5,4,2
259,2026-03-16 13:43:54,2.949,Patoche49,20.0,2.02,1,46,1,5.833,5,34.211,17.073,6.667,3,1,29,155,13,8,1
260,2026-03-10 10:21:36,5.894,AnotherWish,29.104,5.523,3,30,3,4.643,13,36.585,27.586,27.66,6,6,42,154,8,8,1
263,2026-04-02 18:30:27,3.993,Tvaz,25.146,4.53,4,41,2,5.926,9,58.696,9.836,8.824,6,4,43,171,35,38,2
268,2026-03-04 14:45:10,16.673,civiltwlight,65.957,19.286,16,9,1,4.485,52,86.364,79.032,51.282,22,25,99,177,74,77,9
269,2026-03-15 00:14:27,2.5,icefeed2,15.652,2.343,1,52,1,5.263,3,35.714,4,6.25,2,3,19,158,2,8,1
274,2026-04-03 06:41:19,13.544,Mami,47.154,12.339,11,44,2,5.031,34,70.833,58.14,44.118,16,19,75,175,131,120,8
275,2026-02-08 19:05:51,11.325,Kryuell,42.537,9.76,5,38,1,5.355,9,64.516,43.939,40,9,14,63,158,29,32,0
276,2026-03-31 10:11:52,10.498,hmsuis,41.322,9.315,9,50,2,5.436,8,62.5,40.323,7.692,15,13,66,175,166,150,7
277,2026-04-02 18:30:27,9.317,chemist,36.923,8.054,8,9,3,5.118,9,51.515,44,41.935,11,9,51,159,66,68,3
282,2026-03-26 13:51:53,21.706,akatsuki,76.613,29.961,28,7,1,3.851,79,87.879,79.71,64.865,34,39,117,178,52,35,2
285,2026-03-25 10:07:16,6.105,miiarad,28.671,5.176,2,31,1,5.25,7,34.211,26.562,26.829,6,6,41,143,4,7,1
286,2026-04-04 10:52:22,8.187,Lakumix,31.618,9.01,9,7,6,5.102,9,42.308,9.677,47.368,14,9,49,175,119,115,6
289,2026-03-20 22:04:30,8.751,Provenance,34.307,7.913,8,7,2,5.324,8,57.143,32.653,40,11,13,51,176,84,84,5
291,2026-04-02 13:54:01,4.964,ss_r_white_pony,25.14,5.088,5,56,3,6.13,7,8,9.524,39.535,7,4,45,179,44,44,3
292,2026-04-05 07:51:40,7.401,FeyFey,24.138,5.727,3,9,8,6.086,9,9.091,9.859,9.302,7,6,35,175,188,198,8
301,2026-04-05 07:51:40,24.775,channina,83.221,35.062,21,9,0,3.874,84,94.444,89.583,84.848,29,47,124,158,32,24,1
307,2026-03-15 00:14:27,10.189,kaededayo,43.511,11.113,8,31,0,5.368,8,57.143,38,47.826,12,14,57,140,12,10,0
311,2026-04-03 13:50:59,12.238,beautiful,49.606,12.093,7,44,3,5.829,9,73.333,54.545,46.667,13,14,63,165,115,139,5
317,2026-01-17 10:53:12,8.019,Hyo,29.661,5.951,3,38,1,4.667,16,42.424,21.818,28.205,8,7,42,178,14,9,0
318,2026-01-25 09:22:33,7.186,Nephirea,23.944,3.165,0,17,2,5.382,6,31.707,22.059,18.182,3,1,34,142,4,2,0
320,2026-01-31 08:22:55,5.0,YunnN,25.0,3.425,0,6,1,5.519,3,27.586,19.608,32.143,0,2,27,108,3,2,0
322,2026-03-16 13:43:54,2.405,Catge,18.519,2.613,2,47,2,5.636,4,34.615,9.412,28.571,4,2,25,174,13,9,1
325,2026-03-28 22:07:01,6.748,Swapin,32.68,5.835,6,46,5,5.741,9,50,31.343,31.579,9,7,50,160,25,32,0
326,2026-04-02 18:30:27,6.346,pomo,36.719,7.702,5,35,2,5.241,8,37.037,35.135,51.515,9,7,47,146,22,16,0
327,2026-03-04 05:02:33,7.245,Flato,33.884,7.382,7,6,2,5.4,9,65.517,27.16,8.696,11,10,56,176,44,47,6
328,2026-03-22 07:43:08,4.847,tskr,25.517,4.864,6,47,3,5.324,7,32.609,21.667,35.897,6,3,37,174,24,19,4
330,2026-03-27 05:20:46,9.559,_nadeshiko,34.815,7.818,8,45,3,5.0,7,67.857,31.343,7.895,12,14,54,158,40,44,1
332,2026-01-02 00:57:04,3.0,Mangalodon,15.909,1.925,1,41,5,5.321,6,28.571,14.815,7.547,2,2,28,176,3,2,1
335,2026-01-29 16:37:47,4.219,xeyz,23.404,4.321,2,20,0,4.318,7,28,30.556,12.121,3,3,22,94,4,1,0
336,2026-02-27 06:33:50,7.041,fiftypercentweeb,29.371,5.521,6,52,2,5.381,9,52,5.97,30,9,7,48,191,40,50,4
338,2026-01-25 09:22:33,3.896,ranny,18.125,3.233,2,58,2,6.345,7,40,16.667,9.677,4,3,29,160,14,13,2
344,2026-03-27 05:20:46,4.683,Naizuri,26.241,4.834,2,45,1,5.405,9,44,8.333,29.032,10,6,37,151,30,25,3
347,2026-04-04 10:52:22,11.747,Selaph,46.552,11.925,8,45,2,5.22,26,68.75,47.17,48.276,12,16,68,183,94,83,8
348,2026-03-27 05:20:46,5.161,Heleos,29.851,4.676,4,52,4,6.034,9,57.5,5.714,31.579,5,4,40,159,62,56,4
349,2026-03-30 21:39:33,3.768,Porte,21.97,3.853,3,60,4,5.842,9,8,8.475,9.677,5,5,32,170,74,55,2
353,2026-03-28 22:07:01,7.787,Solosion,30.303,5.361,3,39,1,5.231,9,37.5,31.579,32.143,7,3,39,145,14,18,2
356,2026-01-29 13:10:54,7.017,Isekaijoucho,20.769,4.111,1,17,0,4.63,8,15.385,23.188,20,5,3,27,130,2,3,1
357,2026-04-04 10:52:22,2.426,chommy,18.056,4.997,5,67,8,6.235,9,9.677,9.677,9.375,8,5,28,191,165,168,8
365,2026-02-22 17:23:05,7.0,2G70,26.115,5.676,3,27,1,4.463,15,40.741,24.419,20.455,3,5,41,157,4,2,0
366,2026-03-26 10:19:38,5.643,AitsukiNakuru,25.157,3.17,2,47,1,5.1,13,31.707,18.519,32.432,4,3,40,159,3,3,0
367,2026-03-24 13:55:04,2.023,PotassiumF,21.656,2.716,2,29,0,5.353,7,22.222,20.225,24.39,2,2,34,157,5,7,0
368,2026-04-05 07:51:40,2.939,arpia97,23.404,3.776,4,9,6,6.125,9,36.842,9.259,26.087,7,4,35,159,39,39,3
369,2026-04-04 10:52:22,11.86,florenz,44.366,10.892,6,6,3,5.279,9,86.207,36.508,37.209,15,19,63,169,72,83,7
370,2026-03-22 14:22:46,5.237,Andrey_K,27.407,5.465,7,9,2,5.588,6,44.118,21.311,24,11,5,37,156,12,15,0
373,2026-03-30 04:38:23,5.9,harges,33.974,7.658,5,53,2,5.634,8,60,31.507,6.667,9,8,53,156,23,23,1
376,2026-03-21 14:05:45,3.669,qwecocacola,25.0,3.746,1,33,4,5.762,9,41.379,9.524,7.895,5,4,37,150,26,26,1
378,2026-02-06 18:13:10,0.4,erzakuran,4.167,0.364,0,9,2,5.8,0,9.375,1.923,2.778,0,0,5,120,2,4,0
379,2026-03-16 16:08:49,7.072,CipherKai,38.776,7.34,3,9,1,5.103,8,50.98,34.483,44.737,7,12,57,147,23,23,1
382,2026-03-28 22:07:01,3.6,Shiku,27.523,3.5,1,35,3,5.846,6,62.963,8.571,7.895,3,3,32,149,15,28,0
384,2026-03-24 13:55:04,20.406,Miki_Hoshii,68.548,22.094,20,35,1,4.581,53,96.774,69.492,58.333,26,27,91,153,46,34,4
387,2026-03-06 10:48:41,7.988,ponbot,33.333,5.991,2,50,2,5.41,9,46.512,27.419,37.037,8,11,47,165,20,19,2
388,2026-03-24 13:55:04,0.337,Tsuni,12.195,2.427,2,56,5,5.846,8,8.108,9.091,8.696,4,4,16,142,20,21,1
393,2026-01-17 10:39:09,3.127,Kyuuuu,18.018,2.969,2,55,4,5.412,5,17.949,5.882,25.926,4,5,20,142,10,12,0
395,2026-03-27 05:20:46,0.897,LordGrond,17.582,2.554,1,9,7,7.0,5,7.692,9.459,7.692,3,2,20,161,41,33,1
398,2026-04-01 14:00:26,6.724,kabao,33.557,6.954,5,63,3,5.767,9,55.882,31.944,37.143,11,9,50,176,115,123,3
399,2026-03-24 13:55:04,1.566,ElJuanchi,17.582,1.99,1,47,3,7.062,6,36.364,6.944,3.571,4,3,27,174,20,30,1
400,2026-04-02 18:30:27,4.29,Vr0003,25.806,5.448,4,6,7,5.912,9,52.632,6.944,9.524,8,7,42,167,57,47,3
401,2026-04-03 13:50:59,6.63,Spartric,29.932,5.55,5,9,4,6.25,9,56.25,9.836,9.524,8,13,44,164,131,138,7
403,2026-04-03 06:41:19,6.408,AnnaYanami,38.835,8.094,6,9,4,6.121,9,58.333,39.583,40.476,10,7,61,179,119,101,5
405,2026-03-26 10:19:38,2.065,anicomi,22.137,3.11,2,9,4,6.0,9,8.333,8.929,7.5,4,3,31,150,39,51,2
410,2026-02-08 11:33:44,0.986,FoopyPoopy,11.594,1.436,2,7,5,6.364,6,7.692,6.667,9.524,3,1,16,164,19,24,1
413,2026-03-24 13:55:04,6.412,zokie,26.718,4.596,2,46,1,5.207,8,52.381,6.667,27.273,4,6,38,149,15,19,1
416,2026-03-22 14:22:46,2.721,OkitaNobu,28.431,7.442,7,9,6,6.32,9,50,9.859,9.756,9,4,36,177,145,131,9
417,2026-01-22 22:13:39,4.997,YellowRose,27.778,4.077,3,27,1,4.971,7,53.333,17.857,22.5,4,2,35,126,1,4,0
419,2026-03-20 22:04:30,2.771,keysha18,13.761,1.379,0,23,0,5.6,4,15.385,14.062,10.526,1,0,15,109,5,1,0
422,2026-01-07 01:49:38,3.5,MapleSyyrup,9.938,1.372,1,37,0,5.25,4,20,7.937,3.774,2,1,16,161,1,5,0
430,2026-04-02 18:30:27,10.712,HaruUrara,39.64,8.961,8,45,4,5.0,9,41.667,39.024,44.444,13,13,52,161,68,53,1
431,2026-03-15 10:12:57,1.165,Luna,14.286,2.193,1,46,2,5.895,4,16,9.859,8.333,2,2,22,169,5,12,1
437,2026-01-06 05:29:39,2.175,Loomi,11.258,1.826,0,16,3,5.059,5,15.789,11.864,7.407,2,1,17,151,2,4,0
441,2026-04-05 07:51:40,3.0,Dav1d,22.034,3.345,2,14,5,5.318,7,22.222,5.263,35.294,3,3,26,167,2,8,1
443,2026-01-18 10:29:54,2.111,Loirinzz,11.429,2.465,1,5,1,5.9,5,8.696,8.696,16.667,2,2,12,105,5,5,0
452,2026-04-02 18:30:27,3.832,Kynn,25.874,5.885,6,45,3,5.207,9,74.074,9.524,9.091,9,9,40,158,18,15,1
453,2026-03-27 05:20:46,2.943,RyoutaVN,23.729,4.602,2,9,5,6.316,9,36.364,9.091,6.977,6,6,28,154,75,101,5
454,2026-01-12 05:30:57,1.638,Xandyl,6.504,0.653,0,17,2,6.0,1,8,3.333,10.526,0,1,8,123,0,4,1
462,2026-03-31 10:11:52,0.618,hakohoka,9.16,1.945,1,67,2,7.0,5,8,9.375,8.333,3,2,12,164,18,22,1
463,2026-03-27 05:20:46,3.124,Gabetin,24.219,3.709,2,48,5,6.05,9,7.407,9.524,7.143,4,3,31,171,29,21,1
466,2026-03-27 05:20:46,3.028,metak,18.243,2.163,1,46,3,5.739,5,28.571,5.263,19.355,2,5,28,169,10,12,1
474,2026-01-24 06:26:17,1.193,Nomu,8.621,0.851,0,25,3,5.9,2,3.704,8.75,8.108,0,1,10,153,6,5,1
475,2026-01-27 02:46:22,2.0,medley_n8tes,10.606,0.405,0,31,3,6.714,0,24.138,5,9.302,0,0,14,132,4,1,1
477,2026-01-29 13:10:54,2.243,FurLain,14.876,2.436,0,16,1,5.222,8,41.667,9.524,5.882,2,2,19,135,6,5,1
478,2026-03-27 05:20:46,6.5,jaimeywea,26.471,4.91,4,43,1,5.194,7,45.946,21.429,27.907,6,6,38,161,13,14,2
481,2026-03-26 10:19:38,3.0,Tugia,20.909,3.488,3,51,3,5.621,6,28.261,22.581,8.511,5,6,36,176,10,13,0
483,2026-04-04 10:52:22,5.591,25,24.183,3.448,1,36,2,6.088,6,42.222,22.535,20,3,3,37,153,21,24,1
513,2026-03-07 13:52:35,5.5,kinjacky,27.559,3.847,1,27,0,5.457,5,35.484,24.561,25.641,4,0,35,127,1,3,1
514,2026-04-03 13:50:59,4.33,zomg,20.28,4.811,5,45,3,6.385,8,9.677,8.219,8.696,6,4,32,170,62,52,3
